# Top IPs from data gathered in last 24 hours only,2022-05-29
Number,IP address,Rating
158,162.142.125.85,0.001794652648202
159,162.142.125.82,0.0017933423600181
160,162.142.125.94,0.0017871355268371
161,162.142.125.81,0.0017851725862317
162,162.142.125.86,0.0017822989162934
163,162.142.125.91,0.0017821262182219
164,162.142.125.90,0.0017767633861471
165,162.142.125.80,0.0017755179606828
166,109.52.204.191,0.0017739749043604
167,162.142.125.84,0.0017730818018288
168,185.30.167.194,0.0017727029446137
169,89.248.165.199,0.0017711283551072
170,162.142.125.87,0.0017674740893438
171,162.142.125.93,0.0017602688458779
172,51.91.214.156,0.0017495649358272
173,18.182.19.169,0.0017469625031057
174,43.130.11.228,0.0017431309006933
175,20.225.0.237,0.0017411229341402
176,176.31.142.235,0.0017384443862891
177,71.40.231.66,0.001732597471977
178,84.238.217.112,0.0017294152610711
179,43.130.10.173,0.0017164740219669
180,62.194.95.90,0.0017162199922909
181,159.180.23.172,0.0017120910965316
182,20.121.174.37,0.0017105078628761
183,170.106.115.39,0.0017083743166338
184,45.145.227.46,0.0017078651750319
185,170.106.115.15,0.0017060160506729
186,86.211.62.254,0.0017051173309082
187,86.201.210.67,0.0016929041312058
188,170.106.174.246,0.0016861509538797
189,34.131.220.97,0.0016776605552519
190,89.248.165.202,0.001672130667229
191,170.106.176.49,0.001669664469175
192,170.106.173.40,0.0016678025354325
193,82.170.112.130,0.0016628218971948
194,139.99.112.6,0.0016622422179047
195,14.9.35.193,0.0016553354332081
196,104.21.82.129,0.0016454965269638
197,170.106.115.253,0.0016438144104348
198,47.184.165.7,0.0016426388077955
199,32.221.211.249,0.0016316782945501
200,116.110.92.78,0.0016279168133251
201,190.171.225.202,0.0016274927731949
202,185.165.190.34,0.0016210059007015
203,41.68.39.68,0.0016056859130615
204,36.26.12.30,0.0015969945512109
205,141.95.84.21,0.0015909386610174
206,64.188.176.5,0.0015833839625077
207,89.248.165.132,0.0015781879142405
208,185.142.236.34,0.0015774729729585
209,91.199.81.54,0.0015752384749586
210,45.125.65.126,0.0015704270091656
211,218.92.0.207,0.0015694718401345
212,71.6.135.131,0.0015650598706981
213,90.201.151.147,0.0015639304195717
214,141.95.28.164,0.0015632780420374
215,89.248.165.134,0.0015631818555492
216,162.142.125.128,0.0015590926472878
217,185.142.239.16,0.0015585229019663
218,185.142.236.35,0.0015517197228112
219,92.69.46.153,0.0015454246923206
220,103.121.188.217,0.0015429182643389
221,113.161.176.161,0.0015421888620979
222,168.138.16.54,0.001540197116122
223,103.152.196.89,0.0015363737333032
224,81.246.65.145,0.0015319794397658
225,136.143.42.171,0.0015317523836187
226,135.148.137.100,0.0015313868024052
227,89.248.165.154,0.001525398253785
228,111.237.111.73,0.001521516790246
229,128.116.77.109,0.0015173521534696
230,82.217.22.199,0.0015152628562757
231,212.199.248.152,0.0015129603518228
232,24.105.18.23,0.0015038194713713
233,163.172.100.36,0.0015029788486856
234,51.210.203.137,0.0015020323025934
235,172.83.254.165,0.0015014910082583
236,176.62.165.132,0.0014972303647644
237,194.233.67.176,0.0014961772335852
238,103.99.150.43,0.0014898443876365
239,20.118.120.183,0.0014855440959199
240,170.106.115.151,0.001484339245761
241,185.156.73.122,0.0014789795303449
242,139.99.234.43,0.0014732742936796
243,51.161.198.6,0.0014723157981082
244,85.144.125.195,0.001463422015286
245,173.192.57.230,0.0014633610763229
246,51.79.196.190,0.0014624136109596
247,201.254.222.57,0.001459772611077
248,20.73.210.114,0.0014583364195904
249,2.58.193.198,0.0014551531111165
250,62.166.162.92,0.0014475978648659
251,77.172.37.65,0.0014457795362268
252,185.142.236.38,0.0014452694989146
253,91.110.243.6,0.0014401603379299
254,51.161.198.57,0.0014365539117975
255,170.106.115.55,0.0014190656680039
256,198.251.80.182,0.0014174208854851
257,200.91.234.42,0.0014068861005777
258,106.13.111.224,0.0014065061679503
259,166.176.249.159,0.0014035615995064
260,185.25.182.66,0.0013972878731737
261,45.148.10.241,0.0013875870381813
262,117.197.129.76,0.001383513481578
263,45.155.205.49,0.0013811058560906
264,98.10.172.72,0.0013735166753461
265,185.221.175.44,0.0013672185706828
266,87.98.230.248,0.0013653374489317
267,172.104.138.223,0.0013652093797429
268,143.176.252.187,0.0013640760224193
269,197.255.224.193,0.0013597098729741
270,78.3.47.23,0.0013496891172034
271,76.186.213.63,0.0013462446581111
272,75.152.38.127,0.0013439441460896
273,51.79.210.74,0.0013435917518301
274,147.50.78.18,0.0013359700724347
275,89.233.29.250,0.001335866617551
276,62.195.203.24,0.0013340151965132
277,205.209.17.174,0.0013330823140561
278,141.98.11.29,0.0013255641104997
279,178.32.80.148,0.0013213468456352
280,94.130.127.85,0.0013159410052274
281,87.208.28.60,0.001311519572539
282,84.192.185.44,0.0013107935879115
283,118.69.60.214,0.0013058572678994
284,162.19.24.28,0.001303036613561
285,3.26.124.10,0.0012924143971761
286,49.143.32.6,0.0012882524098345
287,139.162.190.203,0.0012871323858699
288,171.235.163.146,0.0012866794283246
289,193.242.104.31,0.0012847135714354
290,31.43.191.143,0.0012817158994034
291,212.8.248.11,0.0012793011679192
292,139.99.39.110,0.0012771228190421
293,45.155.204.63,0.0012733684952203
294,135.148.137.119,0.0012655835359344
295,162.62.61.98,0.0012640045299298
296,124.109.62.34,0.0012410400311873
297,14.207.149.11,0.0012223881796794
298,84.80.201.195,0.0012184623553783
299,91.205.69.194,0.0012155364226661
300,91.218.115.231,0.0012049167158026
301,49.195.38.38,0.0012037750398978
302,68.114.69.67,0.0012036893613487
303,213.127.28.87,0.001193128627502
304,146.88.240.248,0.0011888285245943
305,193.124.7.9,0.0011886220946505
306,43.129.39.176,0.0011882062754552
307,43.129.36.145,0.0011861785956145
308,43.129.35.207,0.0011860344513524
309,43.131.68.225,0.0011819909639722
310,43.131.66.209,0.0011817228373276
311,43.129.40.155,0.0011794852567556
312,162.62.33.200,0.0011794690986445
313,62.238.137.71,0.0011787450007575
314,89.248.165.150,0.0011757013872276
315,154.202.2.49,0.0011708412707531
316,142.114.243.157,0.0011693559061764
317,43.129.33.99,0.001164695588623
318,51.195.189.102,0.0011576275333888
319,162.62.191.231,0.0011546571171786
320,220.128.199.180,0.0011480421742294
321,171.250.166.224,0.0011460512575235
322,84.14.138.94,0.0011439845940376
323,31.220.3.140,0.0011393943739194
324,185.165.190.17,0.0011368019529856
325,79.124.62.62,0.0011348906284782
326,217.120.104.115,0.0011344895289244
327,118.172.62.47,0.0011342770689702
328,37.10.127.168,0.0011329354706499
329,148.223.120.119,0.0011292264321121
330,87.98.229.130,0.0011275104419609
331,104.21.81.129,0.001127326005747
332,20.73.210.144,0.0011213524017916
333,135.148.137.14,0.0011171230967865
334,190.36.9.122,0.0011142520456036
335,139.99.21.189,0.0011124561007386
336,113.164.79.164,0.0011053213225833
337,194.199.240.66,0.0011009853346773
338,71.6.167.142,0.0010969865019764
339,45.142.122.104,0.001093553099835
340,178.33.181.212,0.0010893405673613
341,20.78.250.142,0.0010891929882299
342,180.144.3.248,0.0010856773367668
343,94.212.97.195,0.0010851213164628
344,195.144.21.56,0.0010827678180453
345,45.134.144.153,0.0010825649153633
346,139.99.38.12,0.0010817039522716
347,82.217.181.36,0.0010790280992251
348,203.17.245.248,0.001077565010553
349,170.79.142.251,0.0010751113887733
350,58.27.207.42,0.0010750216101111
351,186.225.110.46,0.0010745404914306
352,84.194.68.85,0.0010721831694088
353,212.107.17.102,0.0010646142432437
354,64.34.245.30,0.0010621310253483
355,103.244.243.90,0.0010599992425999
356,103.207.39.148,0.0010581957364957
357,121.5.168.208,0.0010521455853237
358,5.255.77.178,0.0010468684324739
359,49.248.253.234,0.001044427858847
360,179.105.34.174,0.0010419190418407
361,161.97.75.197,0.0010419117935104
362,117.6.215.244,0.001038322026246
363,84.29.107.70,0.0010337382954246
364,103.151.125.180,0.0010320309356032
365,141.98.10.157,0.0010312886331601
366,190.74.215.112,0.0010308617577756
367,182.253.218.93,0.0010290470202174
368,123.176.34.84,0.0010280360704888
369,90.39.169.110,0.0010278516952886
370,144.172.74.26,0.0010265032739111
371,117.221.141.93,0.0010217066606025
372,5.188.62.248,0.001020864335957
373,43.131.91.178,0.0010204455845063
374,218.92.0.221,0.0010156582699259
375,89.248.173.131,0.0010145496112527
376,130.225.39.237,0.0010094885049411
377,45.155.205.46,0.0010064671592299
378,197.63.104.142,0.001006380972434
379,80.82.70.228,0.0010035647247139
380,43.131.94.145,0.001003318621183
381,220.233.84.177,0.0010011234226522
382,118.98.232.53,0.0009997857852005
383,89.248.165.120,0.0009975869593989
384,162.62.191.220,0.000996685744594
385,111.93.4.46,0.0009941122472215
386,192.223.24.31,0.0009936425137784
387,177.37.249.228,0.0009908156942372
388,92.63.197.83,0.0009883901116523
389,189.1.170.177,0.0009875090763852
390,180.254.71.42,0.0009854934541374
391,186.121.253.171,0.0009854369654796
392,37.150.26.42,0.0009762669383647
393,14.207.150.226,0.0009680771609024
394,180.144.9.162,0.0009583458136995
395,13.210.48.58,0.0009583274796758
396,188.70.63.120,0.0009578281293132
397,202.142.177.84,0.0009571332758506
398,93.55.137.209,0.0009564773487343
399,91.206.208.185,0.0009543930399349
400,172.58.102.174,0.0009529954634133
401,66.240.219.146,0.000952597370038
402,93.41.33.170,0.0009502101602951
403,196.188.115.241,0.0009496043369872
404,49.2.194.152,0.0009494247453246
405,80.82.77.240,0.0009488290206472
406,66.240.236.119,0.0009459332130203
407,95.110.190.140,0.0009458585506936
408,36.92.172.226,0.0009437522944871
409,45.155.205.48,0.000942213584944
410,45.155.205.42,0.0009414038631262
411,162.142.125.160,0.0009407632556985
412,78.173.31.107,0.0009380839434553
413,86.92.83.12,0.0009367331995857
414,13.64.114.212,0.0009362578563274
415,189.6.238.202,0.00093413409816
416,129.227.181.46,0.0009281856094941
417,103.105.225.131,0.0009260888527476
418,3.68.203.183,0.000922573042445
419,159.180.40.202,0.0009221165742644
420,117.6.70.157,0.0009197533011054
421,186.5.240.3,0.0009138995040992
422,24.45.193.28,0.0009078601084458
423,71.6.165.200,0.0009068919779291
424,71.6.147.254,0.0009064687389454
425,81.204.65.195,0.0008999289240659
426,1.0.170.22,0.0008787596002603
427,141.98.10.175,0.0008774117690122
428,36.110.228.254,0.0008749736694997
429,193.233.48.73,0.0008700334077723
430,187.190.67.126,0.0008681377499583
431,46.242.15.220,0.0008668663220696
432,45.227.254.10,0.0008583300067894
433,66.240.192.138,0.0008515371718219
434,84.112.149.121,0.0008512416359087
435,141.98.10.174,0.0008486261414276
436,27.116.19.230,0.0008470020708052
437,45.143.200.114,0.0008406461538238
438,211.43.12.240,0.0008357553727277
439,31.21.214.202,0.0008351740548534
440,212.102.40.198,0.0008331793798629
441,78.128.113.34,0.0008302259253169
442,43.155.87.146,0.0008265896681094
443,2.57.122.66,0.0008260934182382
444,14.1.112.177,0.0008260649341983
445,141.98.11.20,0.0008241245357417
446,185.191.34.200,0.0008223929575775
447,184.105.247.252,0.000821776908285
448,45.235.98.52,0.0008208263460004
449,113.160.245.112,0.000818739789956
450,71.6.146.186,0.0008137107263493
451,51.38.127.234,0.0008132712865747
452,213.127.108.195,0.000807699874209
453,88.214.26.53,0.0008049082138517
454,5.132.109.68,0.0008022995519442
455,45.155.205.40,0.0008020234514817
456,94.9.93.78,0.0008008470257514
457,99.189.114.157,0.0007978571309594
458,94.250.213.57,0.0007940025524475
459,14.207.148.196,0.0007936855799962
460,71.6.146.185,0.0007859267710833
461,167.94.138.80,0.0007846083305903
462,190.72.18.168,0.0007831384447231
463,185.94.111.1,0.0007776649589931
464,109.244.18.237,0.0007776244811164
465,84.28.107.174,0.0007757142476918
466,45.155.205.45,0.0007728275523771
467,85.233.202.179,0.0007691878180512
468,64.246.161.26,0.0007688708443652
469,108.160.123.112,0.0007650792484476
470,183.136.225.35,0.0007622863533687
471,64.34.65.20,0.0007586049018735
472,81.247.226.1,0.0007577548285947
473,46.225.233.153,0.0007567431377708
474,198.144.159.110,0.0007558070136238
475,141.94.98.123,0.0007555240568434
476,20.78.250.166,0.0007513581034086
477,190.205.136.55,0.0007506404789972
478,62.112.11.16,0.0007499336771786
479,20.73.210.152,0.0007492606557869
480,103.133.107.205,0.0007491753346333
481,78.128.113.46,0.0007483388652696
482,216.162.114.100,0.0007470782225792
483,82.151.120.175,0.0007469718952492
484,73.223.251.12,0.0007456577055589
485,45.93.16.33,0.0007454318295062
486,217.114.194.142,0.0007445269970184
487,81.19.208.36,0.0007403709498759
488,69.167.17.227,0.0007390335321421
489,15.235.128.52,0.0007371624207004
490,187.234.40.192,0.0007341613842432
491,193.56.129.205,0.0007326123378223
492,89.248.172.16,0.000731300836955
493,173.237.72.148,0.0007280338936358
494,79.124.62.114,0.0007280328806015
495,172.105.87.91,0.0007271409270156
496,185.191.34.91,0.000726449707065
497,167.94.138.64,0.0007242165913272
498,76.3.79.232,0.0007222926900928
499,73.189.186.150,0.0007214837015855
500,110.184.207.141,0.0007192474637559
501,101.255.118.94,0.0007142236741966
502,198.144.159.22,0.0007140944171352
503,77.251.74.158,0.0007104044382193
504,103.151.122.202,0.0007102153860126
505,45.33.65.249,0.0007074698504572
506,88.247.30.27,0.0007056788464814
507,71.6.158.166,0.0007054154610325
508,141.193.68.232,0.0007043589793203
509,218.78.93.71,0.000703230234903
510,80.82.77.144,0.0007011620857853
511,194.125.251.204,0.0007004479934676
512,52.154.7.64,0.0006977568009893
513,51.255.57.17,0.0006971819759847
514,51.178.46.61,0.0006964477174242
515,74.84.96.66,0.0006932014937303
516,45.134.144.140,0.0006916390817908
517,154.89.5.86,0.0006888647502813
518,190.200.109.117,0.0006851248600452
519,89.248.167.131,0.0006822574603067
520,51.255.64.22,0.0006820199939991
521,45.76.73.25,0.0006797638369768
522,202.89.73.202,0.0006796554535402
523,222.161.223.54,0.000678819111037
524,179.43.168.126,0.0006770239781629
525,82.59.39.24,0.0006767510469986
526,128.9.63.139,0.0006706649376331
527,80.57.91.19,0.0006699781048205
528,146.59.184.124,0.0006698693931008
529,68.170.254.240,0.0006689432880808
530,205.178.183.90,0.0006669585637253
531,98.52.182.52,0.0006651892720752
532,171.225.251.9,0.0006613431421846
533,171.67.71.32,0.0006610153399843
534,111.118.60.66,0.0006600923274033
535,147.135.68.213,0.0006600677597897
536,195.169.125.251,0.0006588762716241
537,31.184.198.71,0.0006571595855134
538,113.165.189.48,0.0006564274871874
539,128.9.29.131,0.0006557761591077
540,14.207.115.150,0.0006548294037646
541,89.121.207.150,0.0006541903192808
542,51.158.98.218,0.0006529112523473
543,58.94.81.31,0.0006510447634955
544,95.156.239.170,0.0006464753590937
545,193.118.53.194,0.0006446212574656
546,181.215.178.126,0.0006443543054814
547,193.118.53.202,0.0006435936019468
548,43.130.57.239,0.0006433262454872
549,185.142.236.36,0.0006407887241726
550,191.96.96.126,0.0006387543735799
551,209.160.116.174,0.0006383750964479
552,1.15.10.13,0.0006373318956028
553,189.202.58.245,0.0006352631698801
554,193.37.255.114,0.0006323370564988
555,2.57.122.163,0.0006313313748084
556,52.204.115.106,0.000628399452877
557,149.202.64.123,0.0006273217702386
558,15.235.157.2,0.0006270032361409
559,195.251.255.69,0.0006266101457677
560,193.118.53.210,0.0006260768345307
561,149.28.216.207,0.0006233216012722
562,146.20.224.3,0.0006212617869003
563,2.57.122.161,0.0006191748402715
564,203.129.217.92,0.0006181457283356
565,149.129.131.134,0.0006180365221662
566,210.4.105.146,0.0006180183509012
567,167.94.146.16,0.0006167891403337
568,167.94.146.28,0.0006158018119895
569,167.94.146.24,0.0006155213425519
570,92.145.16.139,0.0006143040415808
571,85.238.96.130,0.0006129017342552
572,147.203.255.20,0.0006120145835723
573,103.139.45.234,0.0006117205635879
574,167.94.145.25,0.0006117161762631
575,167.94.145.22,0.0006116219200834
576,167.94.145.24,0.0006112292387701
577,167.94.146.29,0.0006108310675781
578,85.116.106.94,0.0006104070091219
579,167.94.146.21,0.0006103410045982
580,167.94.145.20,0.0006099356679114
581,167.94.146.27,0.0006097649689103
582,39.33.118.244,0.0006088886718156
583,167.94.146.31,0.0006086083420218
584,167.94.146.30,0.0006082836615851
585,83.41.33.170,0.0006076560855235
586,124.223.162.44,0.0006076537672173
587,167.94.146.18,0.0006066491669783
588,202.61.42.4,0.0006066080673754
589,167.94.146.25,0.0006063995935899
590,51.81.39.176,0.0006059692589907
591,167.94.145.23,0.0006059439000509
592,167.94.146.26,0.0006050112988252
593,167.94.145.16,0.0006046638363102
594,167.94.145.28,0.0006046577427969
595,20.103.160.96,0.0006041297272719
596,167.94.146.20,0.0006040730612927
597,167.94.146.23,0.0006039850837644
598,202.169.53.11,0.0006032245700203
599,167.94.145.21,0.0006027176232546
600,167.94.146.17,0.0006022148086284
601,167.94.145.29,0.0006021575525626
602,167.94.145.31,0.0006017373354797
603,167.94.146.19,0.0006013687702115
604,108.62.107.72,0.0006001251379451
605,167.94.145.26,0.0005984364103774
606,167.94.145.18,0.0005984317177884
607,167.94.146.22,0.0005966756636899
608,167.94.145.19,0.0005966219426651
609,167.94.145.30,0.0005965302838432
610,129.82.138.44,0.0005963317650109
611,167.71.234.134,0.0005924013889323
612,5.188.206.62,0.0005922970678751
613,167.94.145.17,0.0005920516341376
614,217.219.215.34,0.0005917870984463
615,2.57.122.202,0.0005917637368938
616,83.83.87.130,0.0005917192742965
617,195.169.119.134,0.0005913491767464
618,167.94.145.27,0.0005910106614151
619,52.160.249.96,0.0005895760559386
620,138.121.114.14,0.0005818084155019
621,202.65.140.218,0.0005802259856022
622,101.35.139.20,0.0005797174459082
623,202.137.112.16,0.0005776282799649
624,59.115.240.78,0.0005750834850063
625,125.209.80.106,0.0005729817299431
626,208.115.192.78,0.0005728311750905
627,84.83.56.126,0.0005721344428282
628,103.207.37.192,0.0005707445039277
629,117.6.97.86,0.000569379538763
630,217.121.209.39,0.0005676289869783
631,193.105.134.95,0.0005640669900062
632,135.148.136.239,0.000558148065709
633,184.105.247.254,0.000557802466651
634,77.166.95.76,0.0005564454901775
635,109.158.74.134,0.0005536180345784
636,60.8.87.190,0.0005526970330932
637,216.218.206.69,0.0005507611462149
638,195.3.147.60,0.0005474207261836
639,103.93.96.201,0.0005460086637137
640,190.191.135.206,0.0005457292445607
641,115.186.57.250,0.0005444804335989
642,27.72.41.140,0.0005425465328169
643,103.199.156.29,0.0005417148792989
644,201.54.47.36,0.0005413676207118
645,200.119.182.0,0.0005405011714397
646,194.26.29.195,0.0005396942458624
647,193.3.19.241,0.0005394049029333
648,193.3.19.240,0.0005387441742772
649,63.32.161.232,0.0005367352979312
650,96.230.174.65,0.0005352550761723
651,43.248.77.132,0.0005317342203913
652,141.95.83.18,0.0005313699092789
653,143.137.34.51,0.0005310057951742
654,137.226.113.10,0.0005284275672787
655,85.102.73.67,0.0005271376616936
656,23.111.147.250,0.0005263414211753
657,45.60.186.254,0.0005256551041704
658,51.79.251.107,0.0005255511790391
659,103.207.38.178,0.0005234568420151
660,193.106.191.69,0.0005221423590829
661,68.169.115.177,0.0005208010868674
662,103.125.189.139,0.0005186485401047
663,93.62.201.182,0.0005186411358539
664,80.82.65.62,0.0005177843954492
665,162.142.125.243,0.0005174826629055
666,176.57.158.77,0.0005174667557177
667,85.219.191.30,0.0005168190443627
668,103.167.85.97,0.0005156261545983
669,162.142.125.249,0.0005146301110847
670,117.4.48.18,0.0005122507754425
671,71.6.146.130,0.0005121950643631
672,179.43.142.180,0.0005118220312606
673,80.69.52.142,0.0005107517806583
674,193.56.129.253,0.0005101153943955
675,200.87.27.59,0.0005087369001426
676,162.142.125.246,0.0005087208344916
677,162.142.125.254,0.0005068729200292
678,162.142.125.244,0.0005063989256695
679,162.142.125.245,0.0005053533695591
680,162.142.125.251,0.0005039337261743
681,162.142.125.252,0.0005036054037121
682,185.142.236.40,0.0005035520323578
683,162.142.125.253,0.0005031599825449
684,162.142.125.248,0.0005026350431782
685,162.142.125.250,0.0005020618220421
686,94.102.49.190,0.000501569331977
687,45.155.204.132,0.0005010767205907
688,2.63.139.97,0.0005007989287677
689,117.148.177.125,0.0004996063249131
690,139.99.39.104,0.0004981309112461
691,147.235.220.134,0.0004961285047626
692,162.142.125.247,0.0004951284379168
693,120.89.47.141,0.0004950961102043
694,65.49.20.68,0.0004949100374256
695,92.118.160.33,0.0004940312442857
696,193.27.229.54,0.0004937024697077
697,46.174.191.31,0.0004936618050168
698,113.160.147.61,0.0004928837326617
699,178.33.130.72,0.0004898876612449
700,45.155.205.196,0.0004849773312466
701,111.93.117.178,0.0004848235933589
702,92.118.160.29,0.0004819387357793
703,41.105.6.167,0.0004807023327532
704,85.10.212.62,0.0004800136220337
705,83.81.47.209,0.0004785009748091
706,103.114.104.68,0.0004783254372688
707,172.104.159.48,0.0004776410751121
708,92.118.160.25,0.0004774236349571
709,86.92.194.21,0.0004768073289378
710,195.54.160.155,0.0004752379689295
711,92.118.160.53,0.0004743669227576
712,51.195.131.123,0.0004730355239474
713,183.136.225.14,0.0004729690323718
714,185.220.205.196,0.0004719726379012
715,177.11.17.40,0.0004717935962959
716,113.193.216.170,0.0004714343832622
717,92.118.161.61,0.0004695960960623
718,92.118.161.17,0.0004694173450036
719,185.153.196.230,0.0004675281122459
720,83.137.121.52,0.0004674088391369
721,14.161.34.58,0.0004662997271965
722,91.240.118.75,0.0004659190028736
723,46.17.102.83,0.0004657785935136
724,51.79.162.206,0.0004640023426202
725,91.240.118.71,0.0004633571381598
726,194.26.29.169,0.0004628204815543
727,92.118.161.9,0.0004623636007157
728,80.82.78.27,0.0004619591073508
729,91.240.118.77,0.0004617654946447
730,92.118.161.45,0.0004602335543901
731,92.118.160.49,0.0004600278913248
732,92.118.161.41,0.0004589645590446
733,92.118.161.1,0.0004585271722851
734,103.139.45.232,0.0004579354145997
